country,id,name_eng,name_kor,category,program_category,area,city,score,toeic,toefl_ibt,toefl_itp,ielts,hsk,jlpt,jpt,zd,delf,dele,celi,cils,celpebras,toefl_home,toefl_mbs,specification,lastvisit,toefl_itp_availability,toeic_availability,toefl_mbs
Taiwan,E0169,Soochow University(東吳大學),동오대학,자매대학,일반교환,asia,Miaoli,,750,70,,,4,,,,,,,,,,,*IELTS 제외,,FALSE,,
Taiwan,E0170,National Chung Cheng University(國立中正大學),중정대,자매대학,일반교환,asia,Taipei,,750,70,,,4,,,,,,,,,,,*IELTS 제외,,FALSE,,
Taiwan,E0171,Tunghai University(東海大學),텅하이대,자매대학,일반교환,asia,Chiayi,3.7,850,80,,,4,,,,,,,,,,,*IELTS 제외,,FALSE,,
Taiwan,E0172,Providence University(靜宜大學),프로비던스대,자매대학,일반교환,asia,Taichung,,750,70,,,4,,,,,,,,,,,*IELTS 제외,,FALSE,,
Taiwan,E0173,Fu Jen Catholic University(輔仁大學),푸젠카톨릭대,자매대학,일반교환,asia,Taichung,,,80,,6,4,,,,,,,,,,,,,FALSE,FALSE,
Taiwan,E0174,Aletheia University(真理大學),진리대학,자매대학,일반교환,asia,New Taipei,,750,70,530,5,4,,,,,,,,,,,,,,,
Taiwan,E0175,Chang Jung Christian University(長榮大學),장정기독교대,자매대학,일반교환,asia,New Taipei,,850,80,560,6,4,,,,,,,,,,,,,,,
Taiwan,E0176,National University of Kaohsiung,가오슝 국립대,자매대학,일반교환,asia,Tainan,,,,,,5,,,,,,,,,,,,,,,
Taiwan,E0177,Chung Hua University (中華大學),중화대,자매대학,일반교환,asia,Kaohsiung,,,,,,5,,,,,,,,,,,,,,,
Taiwan,E0178,Chung Yuan Christian University,중원대,자매대학,일반교환,asia,New Taipei,,,,,,5,,,,,,,,,,,,,,,
Malaysia,E0179,University of Malaya,말라야대,자매대학,일반교환,asia,North Taiwan,,,80,560,6,,,,,,,,,,,,,,,FALSE,
Malaysia,E0180,Multimedia University,멀티미디어대,자매대학,일반교환,asia,Kuala Lumpur,,800,75,,5.5,,,,,,,,,,,,,,FALSE,,
Malaysia,E0181,Universitiy Tenaga Nasional,뜨나가국립대,자매대학,일반교환,asia,"Cyberjaya, Melaka",,800,75,,5.5,,,,,,,,,,,,,,FALSE,,
Malaysia,E0182,Taylor's University,테일러스대,자매대학,일반교환,asia,Selangor,,900,85,600,6.5,,,,,,,,,,,,,,,,
Malaysia,E0183,Universiti Kuala Lumpur,UniKL,자매대학,일반교환,asia,Subang Jaya,,800,75,545,6.5,,,,,,,,,,,,,,,,
Malaysia,E0184,Universiti Tunku Abdul Rahman Kampar Malaysia,UTAR,자매대학,일반교환,asia,Kuala Lumpur,,900,85,600,6.5,,,,,,,,,,,,,,,,
Vietnam,E0185,Ton Duc Thang University,똔득탕대,자매대학,일반교환,asia,Kampar,,750,70,530,5,,,,,,,,,,,,,,,,
Mongolia,E0186,Mongolia International University,몽골국제대,자매대학,일반교환,asia,Ho Chi Minh,,700,70,,,,,,,,,,,,,,,,,,
Uzbekistan,E0187,Tashkent University of Information Technologies,타쉬켄트IT대,자매대학,일반교환,asia,Ulaanbaatar,,800,75,,5.5,,,,,,,,,,,,,,FALSE,,
Indonesia,E0190,Petra Christian University,페트라크리스천대,자매대학,일반교환,asia,Tashkent,,800,75,,5.5,,,,,,,,,,,,,,FALSE,,
Indonesia,E0191,Pelita Harapan University,펠리타하라판대,자매대학,일반교환,asia,samarkand,,800,75,,5.5,,,,,,,,,,,,,,FALSE,,
Indonesia,E0192,Binus University,비너스대,자매대학,일반교환,asia,Tashkent,,800,75,545,5.5,,,,,,,,,,,,,,,,
Indonesia,E0193,University of Indonesia,인도네시아 국립대,자매대학,일반교환,asia,Surabaya,,800,75,545,5.5,,,,,,,,,,,,,,,,
Indonesia,E0194,"Atma Jaya University, Yogyakarta",아트마 자야대,자매대학,일반교환,asia,Tangerang,,800,75,545,5.5,,,,,,,,,,,,,,,,
Indonesia,E0195,Gadjah Mada University,가자 마다대,자매대학,일반교환,asia,Jakarta,,,75,,5.5,,,,,,,,,,,,,,FALSE,FALSE,
Singapore,E0196,PSB Academy,PSB Academy,자매대학,일반교환,asia,Jakarta,,785,70,,5.5,,,,,,,,,,,,"*어학 성적 별 세부 기준 충족 필요
 (IELTS(Writing 4.5이상) / TOEFL(Writing 16점 이상)/ TOEIC(LC 400 / RC 385 이상)",,,,
Japan,E0197,Meiji Gakuin University(明治学院大学),메이지가쿠인대(명치학원대),자매대학,일반교환,asia,Yogyakarta,,,70,530,5.5,,N2,600,,,,,,,,,,,,FALSE,
Japan,E0198,Sapporo Gakuin University(札幌学院大学),삿포로가쿠인대(삿포로학원대),자매대학,일반교환,asia,Yogyakarta,,,,,,,N2,600,,,,,,,,,,,,,
Japan,E0199,J. F. Oberlin University(桜美林大学),JF 오베린대,자매대학,일반교환,asia,Singapore,,,,,,,N2,600,,,,,,,,,,,,,
Japan,E0200,"Osaka University of Economics and Law
 (大阪経済法科大学)",오사카경법대,자매대학,일반교환,asia,Yokohama,,,,,,,N2,600,,,,,,,,,,,,,
Japan,E0201,Momoyama Gakuin University(桃山学院大学),모모야마가쿠인대(모모야마학원대),자매대학,일반교환,asia,Sapporo,,,,,,,N2,600,,,,,,,,,,,,,
Japan,E0202,Shinshu University,신슈대,자매대학,일반교환,asia,Tokyo,,,,,,,N2,600,,,,,,,,,,,,,
Japan,E0203,Teikyo University,데이쿄대,자매대학,일반교환,asia,Osaka,,,,,,,N2,600,,,,,,,,,,,,,
Japan,E0204,Otsuma Women's University,오츠마여대,자매대학,일반교환,asia,Osaka,,,,,,,N2,600,,,,,,,,,,,,,
Japan,E0205,Nagoya University of Foreign Studies,나고야외국어대,자매대학,일반교환,asia,Matsumoto,,850,80,560,6,,N2,600,,,,,,,,,,,,,
Japan,E0206,Kanda University of International Studies,칸다외국어대학,자매대학,일반교환,asia,Tokyo,,,,,,,N1,900,,,,,,,,,,,,,
Japan,E0207,Setsunan University,세츠난대학,자매대학,일반교환,asia,Tokyo,,,,,,,N2,600,,,,,,,,,,,,,
Japan,E0208,Nagoya Gakuin University,나고야가쿠인대(나고야학원대),자매대학,일반교환,asia,Nagoya,,700,60,,4.5,,N2,,,,,,,,,,*JPT 제외,,FALSE,,
Japan,E0209,Japan University of Economics,일본경제대,자매대학,일반교환,asia,Chiba,,,,,,,N2,600,,,,,,,,,,,,,
Japan,E0210,Saga Women's Junior College,사가여자단기대,자매대학,일반교환,asia,Osaka,,,,,,,N2,600,,,,,,,,,,,,,
China,E0211,Jilin 자매대학 University(吉林师范大学),길림사범대,자매대학,일반교환,asia,Nagoya,,,,,,5,,,,,,,,,,,,,,,
China,E0212,Nanjing University(南京大学),난징대,자매대학,일반교환,asia,"Dazaifu, Fukuoka",,,70,,6,5,,,,,,,,,,,,,FALSE,FALSE,
China,E0213,Dalian Minzu University(大连民族学院),대련민족대,자매대학,일반교환,asia,Saga,,,,,,4,,,,,,,,,,,,,,,
China,E0214,"College of Humanities & Sciences of 
 Northeast 자매대학 University
 (东北师范大学人文学院)",동북사범대-인문대학,자매대학,일반교환,asia,Jilin,,,,,,4,,,,,,,,,,,,,,,
China,E0215,Donghua University (东华大学),동화대,자매대학,일반교환,asia,Jiangsu,,850,80,,6,5,,,,,,,,,,,,,FALSE,,
China,E0216,"Beijing University of Posts and Telecommunications
 (北京邮电大学)",북경우전대학,자매대학,일반교환,asia,Dalian,,,,,,4,,,,,,,,,,,,,,,
China,E0217,"Shandong University, Weihai(山东大学, 威海)",산동대-위해,자매대학,일반교환,asia,Changchun,,850,80,,6,4,,,,,,,,,,,,,,,
China,E0218,Shandong 자매대학 University(山东师范大学),산동사범대,자매대학,일반교환,asia,Shanghai,,,,,,4,,,,,,,,,,,,,,,
China,E0219,China Three Gorges University(三峡大学),삼협대,자매대학,일반교환,asia,Beijing,,,,,5,4,,,,,,,,,,,TOEFL(IBT) 제외,,FALSE,FALSE,
China,E0220,Northwestern Polytechnical University(西北工业大学),서북공업대학,자매대학,일반교환,asia,Shandong,,,,,6,4,,,,,,,,,,,TOEFL(IBT) 제외,,FALSE,FALSE,
China,E0221,Shenyang Aerospace University(沈阳航空航天大学),심양항공대,자매대학,일반교환,asia,Shandong,,,,,,4,,,,,,,,,,,,,,,
China,E0222,Shenzhen University(深圳大学),심천대,자매대학,일반교환,asia,Hubei,,,80,560,5.5,5,,,,,,,,,,,,,,FALSE,
China,E0223,Yangtze University(长江大学),장강대,자매대학,일반교환,asia,Xi An,,,,,,4,,,,,,,,,,,,,,,
China,E0224,Jinan University(暨南大学),지난대,자매대학,일반교환,asia,Liaoning,,800,75,545,5.5,4,,,,,,,,,,,,,,,
China,E0225,Changshu Institute Of Technology(常熟理工学院),상숙이공대,자매대학,일반교환,asia,Shenzhen,,,,,,4,,,,,,,,,,,,,,,
China,E0226,Yantai University(烟台大学),연태대,자매대학,일반교환,asia,Hubei,,,,,,4,,,,,,,,,,,,,,,
China,E0227,Zhengzhou University of Light Industry (郑州轻工业学院),정주경공업대,자매대학,일반교환,asia,Guangzhou,,700,60,515,4.5,4,,,,,,,,,,,,,,,
China,E0228,Xi'an International Studies University (西安外国语大学),서안외국어대,자매대학,일반교환,asia,Changshu,,700,60,515,4.5,4,,,,,,,,,,,,,,,
China,E0229,Qingdao Agricultural University (青岛农业大学),청도농업대,자매대학,일반교환,asia,Yantai,,,80,560,5,4,,,,,,,,,TRUE,TRUE,,,,FALSE,TRUE
China,E0230,Henan University,하남대,자매대학,일반교환,asia,Zhengzhou,,,,,,4,,,,,,,,,,,,,,,
China,E0231,Tianjin 자매대학 University (天津师范大学),텐진사범대,자매대학,일반교환,asia,Xi An,,,,,,4,,,,,,,,,,,,,,,
China,E0232,Shandong University of Science and Technology (山东科技大学),산동과기대,자매대학,일반교환,asia,Qingdao,,,,,,4,,,,,,,,,,,,,,,
China,E0233,Hainan 자매대학 University ( 海南师范大学),해남사범대,자매대학,일반교환,asia,Kaifeng,,,,,,4,,,,,,,,,,,,,,,
China,E0234,Hunan 자매대학 University ( 湖南师范大学),호남사범대,자매대학,일반교환,asia,Tianjin,,,,,,4,,,,,,,,,,,,,,,
China,E0235,University of Jinan (中国济南大学),지난대,자매대학,일반교환,asia,Qingdao,,,,,,4,,,,,,,,,,,,,,,
China,E0236,Jiangsu University of Technology,장쑤이공대,자매대학,일반교환,asia,Haikou,,,75,545,5.5,4,,,,,,,,,,,"*영어 강의 수강 시, 영어 성적 필수",,,FALSE,
Bangladesh,E0237,Daffodil Internaitonal University,다포딜국제대학,자매대학,일반교환,asia,Changsha,3,800,75,545,5.5,,,,,,,,,,,,,,,,
Kazakhstan,E0238,Kazakh-British Technical University,카작브리티시대,자매대학,일반교환,asia,Jinan,,800,75,,5.5,,,,,,,,,,,,,,FALSE,,
Thailand,E0239,Payap University,파얍대,자매대학,일반교환,asia,Xuzhou,,,80,,,,,,,,,,,,,,*IELTS 제외,,FALSE,FALSE,
Thailand,E0240,Sirindhorn International Institute of Technology,SIIT,자매대학,일반교환,asia,Dhaka,,750,70,530,,,,,,,,,,,,,*IELTS 제외,,,,
Thailand,E0241,Chiang Mai University,치앙마이대,자매대학,일반교환,asia,Almaty,,800,75,545,5.5,,,,,,,,,,,,,,,,
Hong Kong,E0242,Lingnan University(嶺南大學),링난대,자매대학,일반교환,asia,Chiang Mai,,,80,,6,,,,,,,,,,TRUE,FALSE,,,FALSE,FALSE,FALSE
Hong Kong,E0243,The Education University of Hong Kong(香港教育學院),홍콩교육대,자매대학,일반교환,asia,Pathum Thani,,,80,,6,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE
Hong Kong,E0244,The Hong Kong Polytechnic University(香港理工大学),홍콩이공대,자매대학,일반교환,asia,Chiang Mai,,,80,,6,,,,,,,,,,,,,,FALSE,FALSE,
Hong Kong,E0245,Hong Kong Shue Yan University (香港樹仁大學),홍콩슈옌대,자매대학,일반교환,asia,Tuen Mun,,,80,,6,,,,,,,,,,,,,,FALSE,FALSE,
Hong Kong,E0246,Hong Kong Baptist University,홍콩침례대,ACUCA,일반교환,asia,Tai Po,2.5,,,,,,,,,,,,,,,,,,,,
Hong Kong,E0247,"Chinese University of Hong Kong, Chung Chi College",홍콩중문대,ACUCA,일반교환,asia,Hung Hom,2.5,,,,,,,,,,,,,,,,,,,,
Hong Kong,E0248,Lingnan University(嶺南大學),링난대,ACUCA,일반교환,asia,Hung Hom,2.5,,,,,,,,,,,,,,,,,,,,
India,E0249,Christ University,크라이스트대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
India,E0250,Lady Doack College,레이디독대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Indonesia,E0251,Atma Jaya Catholic University Indonesia,아트마자야카톨릭대 (인도네시아),ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Indonesia,E0252,Atma Jaya Catholic University Yogyakarta,아트마자야카톨릭대 (Yogyakarta),ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Indonesia,E0253,Maranatha Christian University,마라나타 크리스쳔대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Indonesia,E0254,Sanata Dharma University,USD,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Indonesia,E0255,Soegijapranata Catholic University,서기자프라나타카톨릭대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Indonesia,E0256,Parahyangan Catholic University,UNPAR,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Indonesia,E0257,Petra Christian University,페트라크리스천대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Indonesia,E0258,Satya Wacana Christian University,사트야와카나크리스쳔대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Indonesia,E0259,Duta Wacana Christian University,두타와카나크리스쳔대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Indonesia,E0260,Pelita Harapan University,펠리타하라판대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Indonesia,E0261,Krida Wacana Christian University,크리다와카나크리스쳔대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Indonesia,E0262,Dhyana Pura University,댜나푸라대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Myanmar,E0263,Myanmar Institute of Theology,미얀마신학대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Japan,E0264,International Christian University,국제기독교대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Japan,E0265,Kwansei Gakuin University,간세이가쿠인대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Japan,E0266,Meiji Gakuin University(明治学院大学),메이지가쿠인대(명치학원대),ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Japan,E0267,Momoyama Gakuin University,모모야마가쿠인대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Japan,E0268,Doshisha University,도시샤대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Japan,E0269,J. F. Oberlin University(桜美林大学),JF 오베린대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Japan,E0270,Osaka Jogakuin,오사카조가쿠인,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Japan,E0271,Hiroshima Jogakuin University,히로시마조카쿠인대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Japan,E0272,Kobe College,코베대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Japan,E0273,Seinan Gakuin University,세이난가쿠인대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Japan,E0274,Nanzan University,난잔대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Philippines,E0275,Ateneo De Manila University,애트니오데마닐라대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Philippines,E0276,Central Phillippine University,일로일로대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Philippines,E0277,De La Salle University,라샬대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Philippines,E0278,Filamer Christian University,필래머 크리스쳔대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Philippines,E0279,Silliman University,실리만대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Philippines,E0280,Trinity University of Asia,트리니티대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Philippines,E0281,Miriam College,미리엄대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Philippines,E0282,Philippine Christian University,필리핀크리스쳔대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Philippines,E0283,De La Salle University - Dasmarinas,드라살대-다스마리나스,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Philippines,E0284,Assumption College,어썸션대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Philippines,E0285,La Consolacion University,라콘솔라시온대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Philippines,E0286,Phillippine Women's University,필리핀여대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Philippines,E0287,St. Paul University Phillippines,세인트폴대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Taiwan,E0288,Chung Yuan Christian University,중원대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Taiwan,E0289,WenZao Ursuline College of Languages,원자오외국어대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Taiwan,E0290,St. John's University,세인트존스대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Taiwan,E0291,Chang Jung Christian University(長榮大學),장정기독교대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Taiwan,E0292,Fu Jen Catholic University(輔仁大學),푸젠카톨릭대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Taiwan,E0293,Soochow University(東吳大學),동오대학,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Taiwan,E0294,Providence University(靜宜大學),프로비던스대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Taiwan,E0295,Tunghai University(東海大學),텅하이대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Taiwan,E0296,Aletheia University(真理大學),진리대학,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Thailand,E0297,Payap University,파얍대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Thailand,E0298,Assumption University,어섬션대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Thailand,E0299,Asia-Pacific International,아시아퍼시픽국제외국인학교,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Thailand,E0300,Christian University of Thailand,크리스찬대,ACUCA,일반교환,asia,,2.5,,,,,,,,,,,,,,,,,,,,
Canada,E0301,Bishop's University,비숍스대,BCI,일반교환,na,"Sherbrooke, QC",,,90,,6.5,,,,,,,,,,,,https://www.ubishops.ca/future-current-students/admission-process/providing-proof-of-english-language-proficiency/,,FALSE,FALSE,
Canada,E0302,Université du Québec à Trois-Rivières,퀘벡아트루아리비에르대,BCI,일반교환,na,"Trois-Rivières, QC",,800,75,545,5.5,,,,,B2,,,,,,,,,,,
Canada,E0303,Université du Québec en Outaouais (UQO),퀘벡엔우타웨대,BCI,일반교환,na,"Gatineau, QC",,800,75,545,5.5,,,,,B2,,,,,,,,,,,
Canada,E0304,Université du Québec en Abitibi-Témiscamingue (UQAT),퀘벡엔아비티비테미스카밍게대,BCI,일반교환,na,"Rouyn-Noranda, QC",,800,75,545,5.5,,,,,B2,,,,,,,,,,,
Canada,E0305,Université du Québec à Rimouski (UQAR),퀘백엔히무스끼대,BCI,일반교환,na,"Rimouski Lévis, QC",,,,,,,,,,B2,,,,,,,,,,,
Canada,E0306,Université de Sherbrooke,셔브룩대,BCI,일반교환,na,"Sherbrooke, QC",,,,,,,,,,B2,,,,,,,,,,,
Canada,E0307,Université Laval,라발대,BCI,일반교환,na,"Quebec city, QC",,800,75,545,5.5,,,,,B2,,,,,,,,,,,
Canada,E0308,École de Technologie Supérieure (ÉTS),ÉTS,BCI,일반교환,na,"Montreal, QC",,,,,,,,,,B2,,,,,,,,,,,
United States,V01,Angelo State University,엔젤로주립대,자매대학,방문교환,na,"San Angelo, TX",,,80,,6.5,,,,,,,,,,,,,,FALSE,FALSE,
United States,V02,Northwest University,노쓰웨스트대,자매대학,방문교환,na,"Kirkland, WA",,850,80,560,6,,,,,,,,,,,,,,,,
United States,V03,Black Hills State University,블랙힐스주립대,자매대학,방문교환,na,"Spearfish, SD",,,70,,5.5,,,,,,,,,,,,,,FALSE,FALSE,
United States,V04,University of Mississippi,미시시피대,자매대학,방문교환,na,"University, MS",,,80,,6,,,,,,,,,,,,,,FALSE,FALSE,
United States,V05,SUNY Stony Brook,스토니브룩대,자매대학,방문교환,na,"Stony Brook, NY",,,80,,6,,,,,,,,,,TRUE,,,,FALSE,FALSE,
United States,V06,Emporia State University,엠포리아주립대,자매대학,방문교환,na,"Emporia, KS",,,75,,5.5,,,,,,,,,,,,,,FALSE,FALSE,
United States,V07,Oklahoma State University,오클라호마주립대,자매대학,방문교환,na,"Stillwater, OK",,,70,,5.5,,,,,,,,,,,,,,FALSE,FALSE,
United States,V08,Otterbein University,오터바인대,자매대학,방문교환,na,"Westerville, OH",,,80,,6,,,,,,,,,,,,,,FALSE,FALSE,
United States,V09,Illinois Institute of Technology,일리노이공대,자매대학,방문교환,na,"Chicago, IL",,,80,,6,,,,,,,,,,,,,,FALSE,FALSE,
United States,V10,University of California at Riverside,"캘리포니아대, 리버사이드",자매대학,방문교환,na,"Riverside, CA",,,80,,6,,,,,,,,,,,,,,FALSE,FALSE,
United States,V11,"California State University, Monterey Bay","캘리포니아주립대, 몬테레이베이",자매대학,방문교환,na,"Seaside, CA",,,70,,6,,,,,,,,,,,,,,FALSE,FALSE,
United States,V12,"California State University, Bakersfield","캘리포니아주립대, 베이커스필드",자매대학,방문교환,na,"Bakersfield, CA",,,70,,6,,,,,,,,,,,,,,FALSE,FALSE,
United States,V13,University of Nebraska at Kearney,"네브래스카대, 커니",자매대학,방문교환,na,"Kearney, NE",,,70,,6,,,,,,,,,,,,,,FALSE,FALSE,
United States,V14,Temple University,템플대,자매대학,방문교환,na,"Philadelphia, PA",,,80,,6,,,,,,,,,,,,,,FALSE,FALSE,
United States,V15,"Boston University, MET",보스턴대,자매대학,방문교환,na,"Boston, MA",,,85,,6.5,,,,,,,,,,,,,,FALSE,FALSE,
United States,V16,"California State University, San Marcos","캘리포니아주립대, 산마르코스",자매대학,방문교환,na,"San Marcos, CA",,,70,,6,,,,,,,,,,,,,,FALSE,FALSE,
United States,V17,San Francisco State University,샌프란시스코주립대,자매대학,방문교환,na,"San Francisco, CA",,,70,,6,,,,,,,,,,,,,,FALSE,FALSE,
Canada,V18,Vancouver Island University,밴쿠버아일랜드대,자매대학,방문교환,na,"Vancouver, BC",,,85,,6.5,,,,,,,,,,,,,,FALSE,FALSE,
England,V19,University of Leicester,레스터대,자매대학,방문교환,europe,Leicester,,,,,6.5,,,,,,,,,,,,*학과별 상이: factsheet 및 상대교홈페이지 확인,,,,
England,V20,University of Manchester,맨체스터대,자매대학,방문교환,europe,Manchester,,,85,,6,,,,,,,,,,,,* IELTS 영역별 5.5 이상,,FALSE,FALSE,
England,V21,Heriot-Watt University,헤리엇와트대,자매대학,방문교환,europe,Edinburgh,,,,,6,,,,,,,,,,,,*TOEFL(IBT) 제외,,FALSE,FALSE,
Australia,V22,Bond University,본드대,자매대학,방문교환,oceania,"Gold Coast, Queensland",,,80,,6.5,,,,,,,,,,,,,,FALSE,FALSE,
Australia,V23,The University of Adelaide,애들레이드대,자매대학,방문교환,oceania,Adelaide,,850,80,560,6.5,,,,,,,,,,,,,,,,
Japan,V24,Shinshu University,신슈대,자매대학,방문교환,asia,Matsumoto,,850,80,560,,,,,,,,,,,,,,,,,
India,V25,University of Hyderabad,하이더라바드대,자매대학,방문교환,asia,Hyderabad,,,80,,6.5,,,,,,,,,,,,,,FALSE,FALSE,
Vietnam,V00,Thai Nguyen University,타이응우옌대,자매대학,방문교환,asia,Thái Nguyên,,,75,,6.5,,,,,,,,,,,,,,FALSE,FALSE,
United States,V26,American University,아메리칸대,SAF,방문교환,na,"Washington, D.C.",2.5,,,,,,,,,,,,,,,,,,,,
United States,V27,Arizona State University,애리조나주립대,SAF,방문교환,na,"Tempe, AZ",2.5,,,,,,,,,,,,,,,,,,,,
United States,V28,"California State University, Long Beach","캘리포니아주립대, 롱비치",SAF,방문교환,na,"Long Beach, CA",2.5,,,,,,,,,,,,,,,,,,,,
United States,V29,"California State University, San Marcos","캘리포니아주립대, 산마르코스",SAF,방문교환,na,"San Marcos,CA",2.5,,,,,,,,,,,,,,,,,,,,
United States,V30,"Columbia University, Columbia College",콜롬비아대,SAF,방문교환,na,"New York, NY",2.5,,,,,,,,,,,,,,,,,,,,
United States,V31,Johns Hopkins University,존스홉킨스대,SAF,방문교환,na,"Baltimore, MD",2.5,,,,,,,,,,,,,,,,,,,,
United States,V32,Lewis & Clark College,루이스&클라크대,SAF,방문교환,na,"Portland, OR",2.5,,,,,,,,,,,,,,,,,,,,
United States,V33,Michigan State University,미시건주립대,SAF,방문교환,na,"East Lansing, MI",2.5,,,,,,,,,,,,,,,,,,,,
United States,V34,University of Alabama,앨라배마대,SAF,방문교환,na,"Tuscaloosa, AL",2.5,,,,,,,,,,,,,,,,,,,,
United States,V35,University of Arkansas,아칸소대,SAF,방문교환,na,"Fayetteville, AR",2.5,,,,,,,,,,,,,,,,,,,,
United States,V36,"University of Colorado, Boulder","콜로라도대, 보더",SAF,방문교환,na,"Boulder, CO",2.5,,,,,,,,,,,,,,,,,,,,
United States,V37,"University of Hawaii, Hilo","하와이대, 힐로",SAF,방문교환,na,"Hilo, HI",2.5,,,,,,,,,,,,,,,,,,,,
United States,V38,University of Mississippi,미시시피대,SAF,방문교환,na,"University, MS",2.5,,,,,,,,,,,,,,,,,,,,
United States,V39,University of Montana,몬타나대,SAF,방문교환,na,"Missoula, MT",2.5,,,,,,,,,,,,,,,,,,,,
United States,V40,"University of Nevada, Reno","네바다대, 르노",SAF,방문교환,na,"Reno, NV",2.5,,,,,,,,,,,,,,,,,,,,
United States,V41,University of Oregon,오레곤대,SAF,방문교환,na,"Eugene, OR",2.5,,,,,,,,,,,,,,,,,,,,
United States,V42,University of Pennsylvania,펜실베니아대,SAF,방문교환,na,"Philadelphia, PA",2.5,,,,,,,,,,,,,,,,,,,,
United States,V43,"University of Wisconsin, Madison","위스콘신대, 매디슨",SAF,방문교환,na,"Madison, WI",2.5,,,,,,,,,,,,,,,,,,,,
United States,V44,University of Washington,워싱턴대,SAF,방문교환,na,"Seattle, WA",2.5,,,,,,,,,,,,,,,,,,,,
United States,V45,Vanderbilt University,밴더빌트대,SAF,방문교환,na,"Nashville, TN",2.5,,,,,,,,,,,,,,,,,,,,
England,V47,University College London,런던대,SAF,방문교환,europe,London,2.5,,,,,,,,,,,,,,,,,,,,
